,Filename,Scale_label,Scale_value,Movement_label,Movement_value
8642,/bigdata/digbose92/MovieNet/trailer/tt2387601/shot_0018.mp4,FS,3,Static,4
8643,/bigdata/digbose92/MovieNet/trailer/tt2387601/shot_0025.mp4,LS,4,Static,4
8644,/bigdata/digbose92/MovieNet/trailer/tt2965842/shot_0053.mp4,MS,2,Static,4
8645,/bigdata/digbose92/MovieNet/trailer/tt2965842/shot_0002.mp4,CS,1,Static,4
8646,/bigdata/digbose92/MovieNet/trailer/tt2965842/shot_0013.mp4,MS,2,Static,4
8647,/bigdata/digbose92/MovieNet/trailer/tt2965842/shot_0032.mp4,LS,4,Motion,0
8648,/bigdata/digbose92/MovieNet/trailer/tt2346480/shot_0023.mp4,CS,1,Push,1
8649,/bigdata/digbose92/MovieNet/trailer/tt3854372/shot_0006.mp4,CS,1,Static,4
8650,/bigdata/digbose92/MovieNet/trailer/tt3854372/shot_0039.mp4,CS,1,Static,4
8651,/bigdata/digbose92/MovieNet/trailer/tt5049636/shot_0043.mp4,FS,3,Static,4
8652,/bigdata/digbose92/MovieNet/trailer/tt5049636/shot_0005.mp4,FS,3,Motion,0
8653,/bigdata/digbose92/MovieNet/trailer/tt5263116/shot_0022.mp4,FS,3,Static,4
8654,/bigdata/digbose92/MovieNet/trailer/tt5263116/shot_0026.mp4,CS,1,Static,4
8655,/bigdata/digbose92/MovieNet/trailer/tt5263116/shot_0028.mp4,MS,2,Static,4
8656,/bigdata/digbose92/MovieNet/trailer/tt5263116/shot_0034.mp4,ECS,0,Static,4
8657,/bigdata/digbose92/MovieNet/trailer/tt2151633/shot_0001.mp4,ECS,0,Motion,0
8658,/bigdata/digbose92/MovieNet/trailer/tt2151633/shot_0045.mp4,ECS,0,Motion,0
8659,/bigdata/digbose92/MovieNet/trailer/tt2151633/shot_0037.mp4,LS,4,Static,4
8660,/bigdata/digbose92/MovieNet/trailer/tt2151633/shot_0031.mp4,ECS,0,Static,4
8661,/bigdata/digbose92/MovieNet/trailer/tt4373932/shot_0010.mp4,ECS,0,Static,4
8662,/bigdata/digbose92/MovieNet/trailer/tt3397556/shot_0010.mp4,ECS,0,Static,4
8663,/bigdata/digbose92/MovieNet/trailer/tt3397556/shot_0036.mp4,MS,2,Motion,0
8664,/bigdata/digbose92/MovieNet/trailer/tt3397556/shot_0018.mp4,FS,3,Static,4
8665,/bigdata/digbose92/MovieNet/trailer/tt3229040/shot_0024.mp4,CS,1,Static,4
8666,/bigdata/digbose92/MovieNet/trailer/tt3229040/shot_0019.mp4,ECS,0,Motion,0
8667,/bigdata/digbose92/MovieNet/trailer/tt3229040/shot_0018.mp4,CS,1,Static,4
8668,/bigdata/digbose92/MovieNet/trailer/tt3229040/shot_0067.mp4,MS,2,Static,4
8669,/bigdata/digbose92/MovieNet/trailer/tt3229040/shot_0028.mp4,ECS,0,Static,4
8670,/bigdata/digbose92/MovieNet/trailer/tt3229040/shot_0025.mp4,ECS,0,Static,4
8671,/bigdata/digbose92/MovieNet/trailer/tt3229040/shot_0004.mp4,FS,3,Static,4
8672,/bigdata/digbose92/MovieNet/trailer/tt3229040/shot_0043.mp4,MS,2,Static,4
8673,/bigdata/digbose92/MovieNet/trailer/tt0080569/shot_0003.mp4,NA,NA,Push,3
8674,/bigdata/digbose92/MovieNet/trailer/tt0080569/shot_0037.mp4,NA,NA,Push,3
8675,/bigdata/digbose92/MovieNet/trailer/tt4916744/shot_0027.mp4,FS,3,Motion,0
8676,/bigdata/digbose92/MovieNet/trailer/tt4916744/shot_0004.mp4,CS,1,Static,4
8677,/bigdata/digbose92/MovieNet/trailer/tt4625432/shot_0008.mp4,ECS,0,Static,4
8678,/bigdata/digbose92/MovieNet/trailer/tt4625432/shot_0013.mp4,ECS,0,Static,4
8679,/bigdata/digbose92/MovieNet/trailer/tt3403352/shot_0015.mp4,MS,2,Motion,0
8680,/bigdata/digbose92/MovieNet/trailer/tt3403352/shot_0003.mp4,LS,4,Motion,0
8681,/bigdata/digbose92/MovieNet/trailer/tt2069955/shot_0030.mp4,CS,1,Motion,0
8682,/bigdata/digbose92/MovieNet/trailer/tt2069955/shot_0041.mp4,FS,3,Static,4
8683,/bigdata/digbose92/MovieNet/trailer/tt2069955/shot_0003.mp4,LS,4,Static,4
8684,/bigdata/digbose92/MovieNet/trailer/tt2069955/shot_0065.mp4,MS,2,Motion,0
8685,/bigdata/digbose92/MovieNet/trailer/tt2133300/shot_0066.mp4,FS,3,Static,4
8686,/bigdata/digbose92/MovieNet/trailer/tt3695114/shot_0006.mp4,MS,2,Pull,2
8687,/bigdata/digbose92/MovieNet/trailer/tt3695114/shot_0018.mp4,NA,NA,Pull,2
8688,/bigdata/digbose92/MovieNet/trailer/tt3695114/shot_0028.mp4,FS,3,Motion,0
8689,/bigdata/digbose92/MovieNet/trailer/tt3695114/shot_0013.mp4,NA,NA,Pull,2
8690,/bigdata/digbose92/MovieNet/trailer/tt2062602/shot_0001.mp4,ECS,0,Static,4
8691,/bigdata/digbose92/MovieNet/trailer/tt2062602/shot_0006.mp4,MS,2,Motion,0
8692,/bigdata/digbose92/MovieNet/trailer/tt2062602/shot_0013.mp4,ECS,0,Static,4
8693,/bigdata/digbose92/MovieNet/trailer/tt3091304/shot_0018.mp4,ECS,0,Push,1
8694,/bigdata/digbose92/MovieNet/trailer/tt3463738/shot_0022.mp4,MS,2,Static,4
8695,/bigdata/digbose92/MovieNet/trailer/tt3463738/shot_0040.mp4,CS,1,Static,4
8696,/bigdata/digbose92/MovieNet/trailer/tt3463738/shot_0070.mp4,CS,1,Motion,0
8697,/bigdata/digbose92/MovieNet/trailer/tt3463738/shot_0019.mp4,LS,4,Static,4
8698,/bigdata/digbose92/MovieNet/trailer/tt3463738/shot_0065.mp4,MS,2,Motion,0
8699,/bigdata/digbose92/MovieNet/trailer/tt4957822/shot_0011.mp4,LS,4,Motion,0
8700,/bigdata/digbose92/MovieNet/trailer/tt4957822/shot_0002.mp4,LS,4,Static,4
8701,/bigdata/digbose92/MovieNet/trailer/tt4957822/shot_0013.mp4,LS,4,Motion,0
8702,/bigdata/digbose92/MovieNet/trailer/tt4446656/shot_0062.mp4,CS,1,Static,4
8703,/bigdata/digbose92/MovieNet/trailer/tt4446656/shot_0029.mp4,ECS,0,Static,4
8704,/bigdata/digbose92/MovieNet/trailer/tt4446656/shot_0023.mp4,ECS,0,Motion,0
8705,/bigdata/digbose92/MovieNet/trailer/tt4446656/shot_0037.mp4,ECS,0,Static,4
8706,/bigdata/digbose92/MovieNet/trailer/tt3184118/shot_0011.mp4,LS,4,Static,4
8707,/bigdata/digbose92/MovieNet/trailer/tt3184118/shot_0012.mp4,LS,4,Motion,0
8708,/bigdata/digbose92/MovieNet/trailer/tt3184118/shot_0025.mp4,MS,2,Static,4
8709,/bigdata/digbose92/MovieNet/trailer/tt6158604/shot_0014.mp4,MS,2,Static,4
8710,/bigdata/digbose92/MovieNet/trailer/tt6158604/shot_0016.mp4,NA,NA,Push,3
8711,/bigdata/digbose92/MovieNet/trailer/tt6158604/shot_0002.mp4,ECS,0,Motion,0
8712,/bigdata/digbose92/MovieNet/trailer/tt6158604/shot_0025.mp4,CS,1,Static,4
8713,/bigdata/digbose92/MovieNet/trailer/tt2043865/shot_0069.mp4,FS,3,Motion,0
8714,/bigdata/digbose92/MovieNet/trailer/tt2043865/shot_0088.mp4,LS,4,Static,4
8715,/bigdata/digbose92/MovieNet/trailer/tt2262318/shot_0007.mp4,ECS,0,Static,4
8716,/bigdata/digbose92/MovieNet/trailer/tt3186838/shot_0024.mp4,ECS,0,Static,4
8717,/bigdata/digbose92/MovieNet/trailer/tt3186838/shot_0038.mp4,ECS,0,Motion,0
8718,/bigdata/digbose92/MovieNet/trailer/tt3186838/shot_0039.mp4,CS,1,Static,4
8719,/bigdata/digbose92/MovieNet/trailer/tt2427892/shot_0055.mp4,CS,1,Push,1
8720,/bigdata/digbose92/MovieNet/trailer/tt2427892/shot_0056.mp4,ECS,0,Static,4
8721,/bigdata/digbose92/MovieNet/trailer/tt2321499/shot_0073.mp4,CS,1,Static,4
8722,/bigdata/digbose92/MovieNet/trailer/tt2321499/shot_0066.mp4,FS,3,Static,4
8723,/bigdata/digbose92/MovieNet/trailer/tt2321499/shot_0099.mp4,CS,1,Static,4
8724,/bigdata/digbose92/MovieNet/trailer/tt2321499/shot_0040.mp4,FS,3,Static,4
8725,/bigdata/digbose92/MovieNet/trailer/tt2321499/shot_0008.mp4,CS,1,Static,4
8726,/bigdata/digbose92/MovieNet/trailer/tt2321499/shot_0100.mp4,CS,1,Static,4
8727,/bigdata/digbose92/MovieNet/trailer/tt2321499/shot_0094.mp4,MS,2,Static,4
8728,/bigdata/digbose92/MovieNet/trailer/tt2321499/shot_0049.mp4,MS,2,Static,4
8729,/bigdata/digbose92/MovieNet/trailer/tt2053378/shot_0013.mp4,FS,3,Static,4
8730,/bigdata/digbose92/MovieNet/trailer/tt3682546/shot_0027.mp4,FS,3,Motion,0
8731,/bigdata/digbose92/MovieNet/trailer/tt3682546/shot_0012.mp4,ECS,0,Static,4
8732,/bigdata/digbose92/MovieNet/trailer/tt3682546/shot_0002.mp4,MS,2,Static,4
8733,/bigdata/digbose92/MovieNet/trailer/tt5038358/shot_0011.mp4,MS,2,Static,4
8734,/bigdata/digbose92/MovieNet/trailer/tt2512074/shot_0026.mp4,ECS,0,Static,4
8735,/bigdata/digbose92/MovieNet/trailer/tt3300572/shot_0046.mp4,LS,4,Motion,0
8736,/bigdata/digbose92/MovieNet/trailer/tt3300572/shot_0011.mp4,CS,1,Motion,0
8737,/bigdata/digbose92/MovieNet/trailer/tt3300572/shot_0035.mp4,CS,1,Static,4
8738,/bigdata/digbose92/MovieNet/trailer/tt3300572/shot_0012.mp4,FS,3,Static,4
8739,/bigdata/digbose92/MovieNet/trailer/tt3300572/shot_0026.mp4,FS,3,Static,4
8740,/bigdata/digbose92/MovieNet/trailer/tt3300572/shot_0052.mp4,MS,2,Motion,0
8741,/bigdata/digbose92/MovieNet/trailer/tt4172042/shot_0016.mp4,MS,2,Static,4
8742,/bigdata/digbose92/MovieNet/trailer/tt4172042/shot_0018.mp4,MS,2,Static,4
8743,/bigdata/digbose92/MovieNet/trailer/tt4172042/shot_0028.mp4,CS,1,Static,4
8744,/bigdata/digbose92/MovieNet/trailer/tt2374721/shot_0030.mp4,LS,4,Static,4
8745,/bigdata/digbose92/MovieNet/trailer/tt2374721/shot_0024.mp4,MS,2,Motion,0
8746,/bigdata/digbose92/MovieNet/trailer/tt2374721/shot_0021.mp4,ECS,0,Static,4
8747,/bigdata/digbose92/MovieNet/trailer/tt2374721/shot_0029.mp4,LS,4,Motion,0
8748,/bigdata/digbose92/MovieNet/trailer/tt2374721/shot_0028.mp4,LS,4,Motion,0
8749,/bigdata/digbose92/MovieNet/trailer/tt2374721/shot_0000.mp4,LS,4,Pull,2
8750,/bigdata/digbose92/MovieNet/trailer/tt2476090/shot_0022.mp4,CS,1,Static,4
8751,/bigdata/digbose92/MovieNet/trailer/tt2476090/shot_0011.mp4,ECS,0,Motion,0
8752,/bigdata/digbose92/MovieNet/trailer/tt2476090/shot_0053.mp4,ECS,0,Motion,0
8753,/bigdata/digbose92/MovieNet/trailer/tt2476090/shot_0041.mp4,FS,3,Motion,0
8754,/bigdata/digbose92/MovieNet/trailer/tt2476090/shot_0052.mp4,NA,NA,Push,3
8755,/bigdata/digbose92/MovieNet/trailer/tt4846408/shot_0001.mp4,ECS,0,Motion,0
8756,/bigdata/digbose92/MovieNet/trailer/tt4846408/shot_0009.mp4,CS,1,Motion,0
8757,/bigdata/digbose92/MovieNet/trailer/tt2865272/shot_0004.mp4,CS,1,Static,4
8758,/bigdata/digbose92/MovieNet/trailer/tt2011040/shot_0070.mp4,CS,1,Static,4
8759,/bigdata/digbose92/MovieNet/trailer/tt2011040/shot_0042.mp4,FS,3,Static,4
8760,/bigdata/digbose92/MovieNet/trailer/tt2011040/shot_0058.mp4,FS,3,Static,4
8761,/bigdata/digbose92/MovieNet/trailer/tt2011040/shot_0065.mp4,FS,3,Static,4
8762,/bigdata/digbose92/MovieNet/trailer/tt2011040/shot_0064.mp4,FS,3,Static,4
8763,/bigdata/digbose92/MovieNet/trailer/tt2518294/shot_0022.mp4,MS,2,Static,4
8764,/bigdata/digbose92/MovieNet/trailer/tt2518294/shot_0005.mp4,CS,1,Motion,0
8765,/bigdata/digbose92/MovieNet/trailer/tt2518294/shot_0037.mp4,CS,1,Static,4
8766,/bigdata/digbose92/MovieNet/trailer/tt5923806/shot_0021.mp4,ECS,0,Motion,0
8767,/bigdata/digbose92/MovieNet/trailer/tt5923806/shot_0007.mp4,ECS,0,Static,4
8768,/bigdata/digbose92/MovieNet/trailer/tt5923806/shot_0039.mp4,CS,1,Static,4
8769,/bigdata/digbose92/MovieNet/trailer/tt2484254/shot_0028.mp4,CS,1,Static,4
8770,/bigdata/digbose92/MovieNet/trailer/tt4446348/shot_0082.mp4,CS,1,Static,4
8771,/bigdata/digbose92/MovieNet/trailer/tt4446348/shot_0028.mp4,LS,4,Static,4
8772,/bigdata/digbose92/MovieNet/trailer/tt4215666/shot_0001.mp4,ECS,0,Motion,0
8773,/bigdata/digbose92/MovieNet/trailer/tt4215666/shot_0016.mp4,CS,1,Motion,0
8774,/bigdata/digbose92/MovieNet/trailer/tt4215666/shot_0004.mp4,MS,2,Static,4
8775,/bigdata/digbose92/MovieNet/trailer/tt2717822/shot_0066.mp4,LS,4,Motion,0
8776,/bigdata/digbose92/MovieNet/trailer/tt2717822/shot_0042.mp4,CS,1,Motion,0
8777,/bigdata/digbose92/MovieNet/trailer/tt3263548/shot_0020.mp4,MS,2,Motion,0
8778,/bigdata/digbose92/MovieNet/trailer/tt3263548/shot_0029.mp4,ECS,0,Motion,0
8779,/bigdata/digbose92/MovieNet/trailer/tt3263548/shot_0028.mp4,ECS,0,Static,4
8780,/bigdata/digbose92/MovieNet/trailer/tt3263548/shot_0058.mp4,FS,3,Static,4
8781,/bigdata/digbose92/MovieNet/trailer/tt3263548/shot_0064.mp4,LS,4,Motion,0
8782,/bigdata/digbose92/MovieNet/trailer/tt3263548/shot_0057.mp4,MS,2,Motion,0
8783,/bigdata/digbose92/MovieNet/trailer/tt5920348/shot_0022.mp4,MS,2,Push,1
8784,/bigdata/digbose92/MovieNet/trailer/tt5920348/shot_0001.mp4,ECS,0,Motion,0
8785,/bigdata/digbose92/MovieNet/trailer/tt0098320/shot_0013.mp4,NA,NA,Push,3
8786,/bigdata/digbose92/MovieNet/trailer/tt5241578/shot_0015.mp4,FS,3,Static,4
8787,/bigdata/digbose92/MovieNet/trailer/tt5241578/shot_0008.mp4,LS,4,Static,4
8788,/bigdata/digbose92/MovieNet/trailer/tt1744662/shot_0020.mp4,NA,NA,Push,3
8789,/bigdata/digbose92/MovieNet/trailer/tt5493498/shot_0041.mp4,CS,1,Static,4
8790,/bigdata/digbose92/MovieNet/trailer/tt5493498/shot_0058.mp4,LS,4,Motion,0
8791,/bigdata/digbose92/MovieNet/trailer/tt1345836/shot_0005.mp4,NA,NA,Push,3
8792,/bigdata/digbose92/MovieNet/trailer/tt3074610/shot_0027.mp4,FS,3,Static,4
8793,/bigdata/digbose92/MovieNet/trailer/tt3074610/shot_0022.mp4,FS,3,Static,4
8794,/bigdata/digbose92/MovieNet/trailer/tt3074610/shot_0030.mp4,CS,1,Motion,0
8795,/bigdata/digbose92/MovieNet/trailer/tt2228000/shot_0019.mp4,CS,1,Static,4
8796,/bigdata/digbose92/MovieNet/trailer/tt2228000/shot_0018.mp4,MS,2,Static,4
8797,/bigdata/digbose92/MovieNet/trailer/tt2228000/shot_0034.mp4,ECS,0,Static,4
8798,/bigdata/digbose92/MovieNet/trailer/tt2992220/shot_0051.mp4,FS,3,Motion,0
8799,/bigdata/digbose92/MovieNet/trailer/tt2992220/shot_0053.mp4,MS,2,Static,4
8800,/bigdata/digbose92/MovieNet/trailer/tt2992220/shot_0048.mp4,CS,1,Static,4
8801,/bigdata/digbose92/MovieNet/trailer/tt2992220/shot_0023.mp4,FS,3,Static,4
8802,/bigdata/digbose92/MovieNet/trailer/tt2992220/shot_0034.mp4,CS,1,Static,4
8803,/bigdata/digbose92/MovieNet/trailer/tt2992220/shot_0005.mp4,FS,3,Static,4
8804,/bigdata/digbose92/MovieNet/trailer/tt3646322/shot_0019.mp4,MS,2,Static,4
8805,/bigdata/digbose92/MovieNet/trailer/tt3646322/shot_0031.mp4,LS,4,Motion,0
8806,/bigdata/digbose92/MovieNet/trailer/tt3545892/shot_0011.mp4,LS,4,Motion,0
8807,/bigdata/digbose92/MovieNet/trailer/tt3545892/shot_0035.mp4,FS,3,Static,4
8808,/bigdata/digbose92/MovieNet/trailer/tt3545892/shot_0012.mp4,LS,4,Static,4
8809,/bigdata/digbose92/MovieNet/trailer/tt3545892/shot_0033.mp4,LS,4,Static,4
8810,/bigdata/digbose92/MovieNet/trailer/tt1813561/shot_0015.mp4,NA,NA,Push,3
8811,/bigdata/digbose92/MovieNet/trailer/tt3727096/shot_0020.mp4,MS,2,Static,4
8812,/bigdata/digbose92/MovieNet/trailer/tt3727096/shot_0024.mp4,ECS,0,Static,4
8813,/bigdata/digbose92/MovieNet/trailer/tt3727096/shot_0001.mp4,LS,4,Static,4
8814,/bigdata/digbose92/MovieNet/trailer/tt3727096/shot_0017.mp4,LS,4,Static,4
8815,/bigdata/digbose92/MovieNet/trailer/tt3727096/shot_0016.mp4,LS,4,Motion,0
8816,/bigdata/digbose92/MovieNet/trailer/tt3727096/shot_0019.mp4,LS,4,Static,4
8817,/bigdata/digbose92/MovieNet/trailer/tt3727096/shot_0002.mp4,MS,2,Motion,0
8818,/bigdata/digbose92/MovieNet/trailer/tt3727096/shot_0023.mp4,CS,1,Static,4
8819,/bigdata/digbose92/MovieNet/trailer/tt2099673/shot_0022.mp4,FS,3,Static,4
8820,/bigdata/digbose92/MovieNet/trailer/tt2099673/shot_0007.mp4,FS,3,Static,4
8821,/bigdata/digbose92/MovieNet/trailer/tt2099673/shot_0019.mp4,MS,2,Static,4
8822,/bigdata/digbose92/MovieNet/trailer/tt2099673/shot_0009.mp4,FS,3,Static,4
8823,/bigdata/digbose92/MovieNet/trailer/tt2099673/shot_0028.mp4,FS,3,Static,4
8824,/bigdata/digbose92/MovieNet/trailer/tt2099673/shot_0013.mp4,CS,1,Motion,0
8825,/bigdata/digbose92/MovieNet/trailer/tt2318503/shot_0027.mp4,CS,1,Static,4
8826,/bigdata/digbose92/MovieNet/trailer/tt2318503/shot_0030.mp4,FS,3,Static,4
8827,/bigdata/digbose92/MovieNet/trailer/tt2318503/shot_0020.mp4,ECS,0,Static,4
8828,/bigdata/digbose92/MovieNet/trailer/tt2318503/shot_0015.mp4,FS,3,Motion,0
8829,/bigdata/digbose92/MovieNet/trailer/tt2318503/shot_0035.mp4,ECS,0,Static,4
8830,/bigdata/digbose92/MovieNet/trailer/tt2318503/shot_0017.mp4,CS,1,Static,4
8831,/bigdata/digbose92/MovieNet/trailer/tt2318503/shot_0060.mp4,ECS,0,Static,4
8832,/bigdata/digbose92/MovieNet/trailer/tt2318503/shot_0053.mp4,CS,1,Motion,0
8833,/bigdata/digbose92/MovieNet/trailer/tt2318503/shot_0009.mp4,MS,2,Motion,0
8834,/bigdata/digbose92/MovieNet/trailer/tt2318503/shot_0002.mp4,ECS,0,Static,4
8835,/bigdata/digbose92/MovieNet/trailer/tt5860084/shot_0016.mp4,ECS,0,Static,4
8836,/bigdata/digbose92/MovieNet/trailer/tt5860084/shot_0002.mp4,LS,4,Static,4
8837,/bigdata/digbose92/MovieNet/trailer/tt5860084/shot_0013.mp4,ECS,0,Motion,0
8838,/bigdata/digbose92/MovieNet/trailer/tt5860084/shot_0032.mp4,FS,3,Static,4
8839,/bigdata/digbose92/MovieNet/trailer/tt4573800/shot_0015.mp4,ECS,0,Motion,0
8840,/bigdata/digbose92/MovieNet/trailer/tt4573800/shot_0017.mp4,ECS,0,Static,4
8841,/bigdata/digbose92/MovieNet/trailer/tt4573800/shot_0034.mp4,CS,1,Motion,0
8842,/bigdata/digbose92/MovieNet/trailer/tt4573800/shot_0032.mp4,ECS,0,Static,4
8843,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0051.mp4,ECS,0,Static,4
8844,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0027.mp4,ECS,0,Static,4
8845,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0022.mp4,CS,1,Push,1
8846,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0050.mp4,ECS,0,Static,4
8847,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0020.mp4,CS,1,Motion,0
8848,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0011.mp4,ECS,0,Static,4
8849,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0024.mp4,ECS,0,Static,4
8850,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0045.mp4,ECS,0,Static,4
8851,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0017.mp4,ECS,0,Static,4
8852,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0053.mp4,ECS,0,Static,4
8853,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0026.mp4,CS,1,Static,4
8854,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0004.mp4,FS,3,Static,4
8855,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0033.mp4,ECS,0,Static,4
8856,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0039.mp4,ECS,0,Static,4
8857,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0032.mp4,ECS,0,Push,1
8858,/bigdata/digbose92/MovieNet/trailer/tt2414766/shot_0037.mp4,ECS,0,Motion,0
8859,/bigdata/digbose92/MovieNet/trailer/tt3662904/shot_0047.mp4,ECS,0,Motion,0
8860,/bigdata/digbose92/MovieNet/trailer/tt3662904/shot_0040.mp4,ECS,0,Static,4
8861,/bigdata/digbose92/MovieNet/trailer/tt3662904/shot_0012.mp4,CS,1,Static,4
8862,/bigdata/digbose92/MovieNet/trailer/tt3662904/shot_0006.mp4,ECS,0,Motion,0
8863,/bigdata/digbose92/MovieNet/trailer/tt3662904/shot_0029.mp4,ECS,0,Static,4
8864,/bigdata/digbose92/MovieNet/trailer/tt3662904/shot_0048.mp4,FS,3,Static,4
8865,/bigdata/digbose92/MovieNet/trailer/tt3662904/shot_0028.mp4,CS,1,Static,4
8866,/bigdata/digbose92/MovieNet/trailer/tt3662904/shot_0002.mp4,ECS,0,Static,4
8867,/bigdata/digbose92/MovieNet/trailer/tt3662904/shot_0025.mp4,MS,2,Static,4
8868,/bigdata/digbose92/MovieNet/trailer/tt3662904/shot_0004.mp4,ECS,0,Motion,0
8869,/bigdata/digbose92/MovieNet/trailer/tt3662904/shot_0043.mp4,ECS,0,Motion,0
8870,/bigdata/digbose92/MovieNet/trailer/tt3662904/shot_0034.mp4,ECS,0,Motion,0
8871,/bigdata/digbose92/MovieNet/trailer/tt3662904/shot_0032.mp4,CS,1,Static,4
8872,/bigdata/digbose92/MovieNet/trailer/tt2186933/shot_0035.mp4,CS,1,Motion,0
8873,/bigdata/digbose92/MovieNet/trailer/tt2186933/shot_0007.mp4,ECS,0,Static,4
8874,/bigdata/digbose92/MovieNet/trailer/tt2186933/shot_0009.mp4,ECS,0,Static,4
8875,/bigdata/digbose92/MovieNet/trailer/tt2186933/shot_0067.mp4,ECS,0,Static,4
8876,/bigdata/digbose92/MovieNet/trailer/tt2186933/shot_0052.mp4,MS,2,Static,4
8877,/bigdata/digbose92/MovieNet/trailer/tt2186933/shot_0075.mp4,CS,1,Motion,0
8878,/bigdata/digbose92/MovieNet/trailer/tt2186933/shot_0025.mp4,MS,2,Static,4
8879,/bigdata/digbose92/MovieNet/trailer/tt2186933/shot_0032.mp4,CS,1,Static,4
8880,/bigdata/digbose92/MovieNet/trailer/tt2618500/shot_0082.mp4,FS,3,Static,4
8881,/bigdata/digbose92/MovieNet/trailer/tt2618500/shot_0020.mp4,ECS,0,Static,4
8882,/bigdata/digbose92/MovieNet/trailer/tt2618500/shot_0001.mp4,MS,2,Static,4
8883,/bigdata/digbose92/MovieNet/trailer/tt2618500/shot_0018.mp4,FS,3,Static,4
8884,/bigdata/digbose92/MovieNet/trailer/tt2618500/shot_0028.mp4,MS,2,Motion,0
8885,/bigdata/digbose92/MovieNet/trailer/tt2618500/shot_0059.mp4,MS,2,Static,4
8886,/bigdata/digbose92/MovieNet/trailer/tt2618500/shot_0013.mp4,CS,1,Static,4
8887,/bigdata/digbose92/MovieNet/trailer/tt2618500/shot_0034.mp4,MS,2,Static,4
8888,/bigdata/digbose92/MovieNet/trailer/tt2618500/shot_0049.mp4,ECS,0,Static,4
8889,/bigdata/digbose92/MovieNet/trailer/tt2217458/shot_0030.mp4,CS,1,Static,4
8890,/bigdata/digbose92/MovieNet/trailer/tt2217458/shot_0015.mp4,LS,4,Pull,2
8891,/bigdata/digbose92/MovieNet/trailer/tt4254036/shot_0003.mp4,LS,4,Motion,0
8892,/bigdata/digbose92/MovieNet/trailer/tt4254036/shot_0004.mp4,FS,3,Static,4
8893,/bigdata/digbose92/MovieNet/trailer/tt3892996/shot_0022.mp4,MS,2,Motion,0
8894,/bigdata/digbose92/MovieNet/trailer/tt3892996/shot_0015.mp4,MS,2,Static,4
8895,/bigdata/digbose92/MovieNet/trailer/tt3892996/shot_0019.mp4,FS,3,Static,4
8896,/bigdata/digbose92/MovieNet/trailer/tt3892996/shot_0033.mp4,FS,3,Motion,0
8897,/bigdata/digbose92/MovieNet/trailer/tt4692226/shot_0017.mp4,LS,4,Static,4
8898,/bigdata/digbose92/MovieNet/trailer/tt4692226/shot_0012.mp4,LS,4,Static,4
8899,/bigdata/digbose92/MovieNet/trailer/tt4692226/shot_0021.mp4,LS,4,Static,4
8900,/bigdata/digbose92/MovieNet/trailer/tt4692226/shot_0007.mp4,ECS,0,Static,4
8901,/bigdata/digbose92/MovieNet/trailer/tt4692226/shot_0003.mp4,ECS,0,Static,4
8902,/bigdata/digbose92/MovieNet/trailer/tt2222062/shot_0020.mp4,LS,4,Static,4
8903,/bigdata/digbose92/MovieNet/trailer/tt2222062/shot_0021.mp4,ECS,0,Static,4
8904,/bigdata/digbose92/MovieNet/trailer/tt4946336/shot_0033.mp4,LS,4,Motion,0
8905,/bigdata/digbose92/MovieNet/trailer/tt3329062/shot_0043.mp4,CS,1,Static,4
8906,/bigdata/digbose92/MovieNet/trailer/tt1941627/shot_0005.mp4,NA,NA,Push,3
8907,/bigdata/digbose92/MovieNet/trailer/tt2630076/shot_0022.mp4,ECS,0,Static,4
8908,/bigdata/digbose92/MovieNet/trailer/tt2630076/shot_0020.mp4,MS,2,Static,4
8909,/bigdata/digbose92/MovieNet/trailer/tt2630076/shot_0014.mp4,CS,1,Multi_movement,3
8910,/bigdata/digbose92/MovieNet/trailer/tt2630076/shot_0063.mp4,MS,2,Static,4
8911,/bigdata/digbose92/MovieNet/trailer/tt2630076/shot_0009.mp4,CS,1,Static,4
8912,/bigdata/digbose92/MovieNet/trailer/tt2630076/shot_0028.mp4,MS,2,Motion,0
8913,/bigdata/digbose92/MovieNet/trailer/tt2630076/shot_0049.mp4,MS,2,Static,4
8914,/bigdata/digbose92/MovieNet/trailer/tt2268419/shot_0022.mp4,ECS,0,Motion,0
8915,/bigdata/digbose92/MovieNet/trailer/tt2268419/shot_0050.mp4,CS,1,Motion,0
8916,/bigdata/digbose92/MovieNet/trailer/tt2268419/shot_0069.mp4,MS,2,Motion,0
