,Unnamed: 0,Filename,Scale_label,Scale_value,Movement_label,Movement_value,Split
2953,2953,/bigdata/digbose92/MovieNet/trailer/tt4280822/shot_0023.mp4,CS,1.0,Static,4,train
2954,2954,/bigdata/digbose92/MovieNet/trailer/tt2239832/shot_0010.mp4,MS,2.0,Static,4,train
2955,2955,/bigdata/digbose92/MovieNet/trailer/tt2239832/shot_0067.mp4,MS,2.0,Static,4,val
2956,2956,/bigdata/digbose92/MovieNet/trailer/tt4052152/shot_0055.mp4,MS,2.0,Motion,0,train
2957,2957,/bigdata/digbose92/MovieNet/trailer/tt4052152/shot_0016.mp4,ECS,0.0,Static,4,train
2958,2958,/bigdata/digbose92/MovieNet/trailer/tt4052152/shot_0012.mp4,ECS,0.0,Static,4,train
2959,2959,/bigdata/digbose92/MovieNet/trailer/tt4052152/shot_0010.mp4,CS,1.0,Static,4,train
2960,2960,/bigdata/digbose92/MovieNet/trailer/tt3623002/shot_0024.mp4,CS,1.0,Static,4,train
2961,2961,/bigdata/digbose92/MovieNet/trailer/tt3623002/shot_0001.mp4,CS,1.0,Static,4,test
2962,2962,/bigdata/digbose92/MovieNet/trailer/tt3623002/shot_0016.mp4,MS,2.0,Static,4,val
2963,2963,/bigdata/digbose92/MovieNet/trailer/tt6054618/shot_0003.mp4,FS,3.0,Motion,0,train
2964,2964,/bigdata/digbose92/MovieNet/trailer/tt2708764/shot_0001.mp4,MS,2.0,Static,4,train
2965,2965,/bigdata/digbose92/MovieNet/trailer/tt2708764/shot_0035.mp4,MS,2.0,Motion,0,val
2966,2966,/bigdata/digbose92/MovieNet/trailer/tt2708764/shot_0036.mp4,ECS,0.0,Push,1,train
2967,2967,/bigdata/digbose92/MovieNet/trailer/tt2708764/shot_0002.mp4,MS,2.0,Static,4,val
2969,2969,/bigdata/digbose92/MovieNet/trailer/tt2210823/shot_0011.mp4,LS,4.0,Static,4,train
2970,2970,/bigdata/digbose92/MovieNet/trailer/tt2210823/shot_0007.mp4,FS,3.0,Static,4,val
2971,2971,/bigdata/digbose92/MovieNet/trailer/tt2210823/shot_0003.mp4,LS,4.0,Motion,0,test
2972,2972,/bigdata/digbose92/MovieNet/trailer/tt2210823/shot_0026.mp4,ECS,0.0,Static,4,train
2973,2973,/bigdata/digbose92/MovieNet/trailer/tt2210823/shot_0052.mp4,LS,4.0,Motion,0,train
2974,2974,/bigdata/digbose92/MovieNet/trailer/tt2210823/shot_0002.mp4,FS,3.0,Static,4,val
2975,2975,/bigdata/digbose92/MovieNet/trailer/tt2210823/shot_0004.mp4,LS,4.0,Motion,0,val
2976,2976,/bigdata/digbose92/MovieNet/trailer/tt2210823/shot_0043.mp4,FS,3.0,Static,4,train
2977,2977,/bigdata/digbose92/MovieNet/trailer/tt2378281/shot_0096.mp4,FS,3.0,Motion,0,train
2978,2978,/bigdata/digbose92/MovieNet/trailer/tt2378281/shot_0001.mp4,LS,4.0,Static,4,train
2979,2979,/bigdata/digbose92/MovieNet/trailer/tt2378281/shot_0062.mp4,MS,2.0,Static,4,train
2980,2980,/bigdata/digbose92/MovieNet/trailer/tt2378281/shot_0002.mp4,MS,2.0,Static,4,val
2981,2981,/bigdata/digbose92/MovieNet/trailer/tt2378281/shot_0094.mp4,MS,2.0,Motion,0,train
2982,2982,/bigdata/digbose92/MovieNet/trailer/tt2378281/shot_0023.mp4,MS,2.0,Static,4,train
2983,2983,/bigdata/digbose92/MovieNet/trailer/tt2378281/shot_0033.mp4,FS,3.0,Static,4,val
2984,2984,/bigdata/digbose92/MovieNet/trailer/tt2378281/shot_0037.mp4,MS,2.0,Motion,0,train
2985,2985,/bigdata/digbose92/MovieNet/trailer/tt2378281/shot_0057.mp4,MS,2.0,Motion,0,train
2986,2986,/bigdata/digbose92/MovieNet/trailer/tt4182282/shot_0020.mp4,FS,3.0,Motion,0,train
2987,2987,/bigdata/digbose92/MovieNet/trailer/tt4182282/shot_0002.mp4,LS,4.0,Motion,0,val
2988,2988,/bigdata/digbose92/MovieNet/trailer/tt3164198/shot_0020.mp4,ECS,0.0,Static,4,train
2989,2989,/bigdata/digbose92/MovieNet/trailer/tt3164198/shot_0045.mp4,MS,2.0,Static,4,train
2990,2990,/bigdata/digbose92/MovieNet/trailer/tt3164198/shot_0010.mp4,LS,4.0,Static,4,train
2991,2991,/bigdata/digbose92/MovieNet/trailer/tt3164198/shot_0048.mp4,MS,2.0,Static,4,train
2992,2992,/bigdata/digbose92/MovieNet/trailer/tt3164198/shot_0009.mp4,CS,1.0,Static,4,val
2993,2993,/bigdata/digbose92/MovieNet/trailer/tt3164198/shot_0059.mp4,CS,1.0,Static,4,train
2994,2994,/bigdata/digbose92/MovieNet/trailer/tt3164198/shot_0077.mp4,FS,3.0,Static,4,train
2995,2995,/bigdata/digbose92/MovieNet/trailer/tt3164198/shot_0034.mp4,CS,1.0,Static,4,train
2996,2996,/bigdata/digbose92/MovieNet/trailer/tt3164198/shot_0005.mp4,ECS,0.0,Static,4,train
2997,2997,/bigdata/digbose92/MovieNet/trailer/tt2404469/shot_0098.mp4,MS,2.0,Pull,2,train
2998,2998,/bigdata/digbose92/MovieNet/trailer/tt3636334/shot_0027.mp4,CS,1.0,Static,4,val
2999,2999,/bigdata/digbose92/MovieNet/trailer/tt3445438/shot_0074.mp4,FS,3.0,Motion,0,test
3000,3000,/bigdata/digbose92/MovieNet/trailer/tt3445438/shot_0047.mp4,MS,2.0,Motion,0,val
3001,3001,/bigdata/digbose92/MovieNet/trailer/tt3445438/shot_0053.mp4,ECS,0.0,Static,4,train
3002,3002,/bigdata/digbose92/MovieNet/trailer/tt3445438/shot_0025.mp4,FS,3.0,Static,4,train
3003,3003,/bigdata/digbose92/MovieNet/trailer/tt3445438/shot_0092.mp4,MS,2.0,Static,4,val
3004,3004,/bigdata/digbose92/MovieNet/trailer/tt5775132/shot_0051.mp4,MS,2.0,Static,4,train
3005,3005,/bigdata/digbose92/MovieNet/trailer/tt5117222/shot_0005.mp4,ECS,0.0,Static,4,val
3006,3006,/bigdata/digbose92/MovieNet/trailer/tt2288067/shot_0008.mp4,LS,4.0,Static,4,train
3007,3007,/bigdata/digbose92/MovieNet/trailer/tt2288067/shot_0005.mp4,LS,4.0,Multi_movement,3,val
3008,3008,/bigdata/digbose92/MovieNet/trailer/tt4126248/shot_0020.mp4,ECS,0.0,Static,4,train
3009,3009,/bigdata/digbose92/MovieNet/trailer/tt4126248/shot_0001.mp4,MS,2.0,Static,4,test
3010,3010,/bigdata/digbose92/MovieNet/trailer/tt4126248/shot_0012.mp4,ECS,0.0,Static,4,test
3011,3011,/bigdata/digbose92/MovieNet/trailer/tt4126248/shot_0007.mp4,CS,1.0,Static,4,train
3012,3012,/bigdata/digbose92/MovieNet/trailer/tt4126248/shot_0018.mp4,CS,1.0,Static,4,train
3013,3013,/bigdata/digbose92/MovieNet/trailer/tt2449180/shot_0078.mp4,CS,1.0,Static,4,train
3014,3014,/bigdata/digbose92/MovieNet/trailer/tt2449180/shot_0047.mp4,FS,3.0,Motion,0,train
3015,3015,/bigdata/digbose92/MovieNet/trailer/tt2449180/shot_0045.mp4,FS,3.0,Push,1,train
3016,3016,/bigdata/digbose92/MovieNet/trailer/tt2449180/shot_0008.mp4,FS,3.0,Motion,0,test
3017,3017,/bigdata/digbose92/MovieNet/trailer/tt2449180/shot_0033.mp4,FS,3.0,Motion,0,val
3018,3018,/bigdata/digbose92/MovieNet/trailer/tt2449180/shot_0049.mp4,CS,1.0,Static,4,train
3019,3019,/bigdata/digbose92/MovieNet/trailer/tt2449180/shot_0032.mp4,LS,4.0,Static,4,val
3020,3020,/bigdata/digbose92/MovieNet/trailer/tt2375278/shot_0030.mp4,MS,2.0,Static,4,val
3021,3021,/bigdata/digbose92/MovieNet/trailer/tt2375278/shot_0047.mp4,MS,2.0,Static,4,train
3022,3022,/bigdata/digbose92/MovieNet/trailer/tt2375278/shot_0037.mp4,CS,1.0,Static,4,train
3023,3023,/bigdata/digbose92/MovieNet/trailer/tt4291436/shot_0006.mp4,MS,2.0,Motion,0,val
3024,3024,/bigdata/digbose92/MovieNet/trailer/tt4291436/shot_0038.mp4,CS,1.0,Static,4,train
3025,3025,/bigdata/digbose92/MovieNet/trailer/tt4291436/shot_0034.mp4,FS,3.0,Static,4,train
3026,3026,/bigdata/digbose92/MovieNet/trailer/tt2299248/shot_0007.mp4,ECS,0.0,Static,4,train
3027,3027,/bigdata/digbose92/MovieNet/trailer/tt2299248/shot_0028.mp4,MS,2.0,Static,4,val
3028,3028,/bigdata/digbose92/MovieNet/trailer/tt2299248/shot_0037.mp4,ECS,0.0,Static,4,train
3029,3029,/bigdata/digbose92/MovieNet/trailer/tt5325452/shot_0073.mp4,FS,3.0,Motion,0,val
3030,3030,/bigdata/digbose92/MovieNet/trailer/tt5325452/shot_0076.mp4,CS,1.0,Static,4,train
3031,3031,/bigdata/digbose92/MovieNet/trailer/tt5325452/shot_0030.mp4,MS,2.0,Static,4,train
3032,3032,/bigdata/digbose92/MovieNet/trailer/tt5325452/shot_0102.mp4,CS,1.0,Static,4,val
3033,3033,/bigdata/digbose92/MovieNet/trailer/tt5325452/shot_0104.mp4,FS,3.0,Static,4,train
3034,3034,/bigdata/digbose92/MovieNet/trailer/tt5325452/shot_0021.mp4,MS,2.0,Static,4,train
3035,3035,/bigdata/digbose92/MovieNet/trailer/tt5325452/shot_0071.mp4,FS,3.0,Motion,0,train
3036,3036,/bigdata/digbose92/MovieNet/trailer/tt5325452/shot_0059.mp4,FS,3.0,Static,4,val
3037,3037,/bigdata/digbose92/MovieNet/trailer/tt5325452/shot_0032.mp4,MS,2.0,Motion,0,train
3038,3038,/bigdata/digbose92/MovieNet/trailer/tt5354386/shot_0012.mp4,MS,2.0,Motion,0,val
3039,3039,/bigdata/digbose92/MovieNet/trailer/tt5354386/shot_0029.mp4,ECS,0.0,Static,4,train
3040,3040,/bigdata/digbose92/MovieNet/trailer/tt5354386/shot_0019.mp4,FS,3.0,Static,4,train
3041,3041,/bigdata/digbose92/MovieNet/trailer/tt5354386/shot_0003.mp4,LS,4.0,Static,4,val
3042,3042,/bigdata/digbose92/MovieNet/trailer/tt5354386/shot_0031.mp4,ECS,0.0,Static,4,val
3043,3043,/bigdata/digbose92/MovieNet/trailer/tt3317874/shot_0030.mp4,CS,1.0,Static,4,val
3044,3044,/bigdata/digbose92/MovieNet/trailer/tt3317874/shot_0024.mp4,FS,3.0,Static,4,train
3045,3045,/bigdata/digbose92/MovieNet/trailer/tt3317874/shot_0003.mp4,FS,3.0,Static,4,train
3046,3046,/bigdata/digbose92/MovieNet/trailer/tt3317874/shot_0009.mp4,FS,3.0,Static,4,val
3047,3047,/bigdata/digbose92/MovieNet/trailer/tt3317874/shot_0002.mp4,LS,4.0,Motion,0,val
3048,3048,/bigdata/digbose92/MovieNet/trailer/tt2614428/shot_0062.mp4,CS,1.0,Static,4,train
3049,3049,/bigdata/digbose92/MovieNet/trailer/tt2614428/shot_0045.mp4,LS,4.0,Static,4,train
3050,3050,/bigdata/digbose92/MovieNet/trailer/tt2614428/shot_0014.mp4,CS,1.0,Static,4,train
3051,3051,/bigdata/digbose92/MovieNet/trailer/tt2614428/shot_0021.mp4,FS,3.0,Static,4,train
3052,3052,/bigdata/digbose92/MovieNet/trailer/tt3132714/shot_0022.mp4,MS,2.0,Static,4,train
3053,3053,/bigdata/digbose92/MovieNet/trailer/tt3132714/shot_0020.mp4,MS,2.0,Static,4,test
3054,3054,/bigdata/digbose92/MovieNet/trailer/tt3132714/shot_0029.mp4,CS,1.0,Static,4,train
3055,3055,/bigdata/digbose92/MovieNet/trailer/tt3132714/shot_0038.mp4,MS,2.0,Static,4,train
3056,3056,/bigdata/digbose92/MovieNet/trailer/tt2287621/shot_0060.mp4,ECS,0.0,Static,4,train
3057,3057,/bigdata/digbose92/MovieNet/trailer/tt2287621/shot_0019.mp4,MS,2.0,Static,4,test
3058,3058,/bigdata/digbose92/MovieNet/trailer/tt2287621/shot_0008.mp4,MS,2.0,Motion,0,val
3059,3059,/bigdata/digbose92/MovieNet/trailer/tt2287621/shot_0004.mp4,MS,2.0,Motion,0,train
3060,3060,/bigdata/digbose92/MovieNet/trailer/tt2287621/shot_0037.mp4,CS,1.0,Motion,0,train
3061,3061,/bigdata/digbose92/MovieNet/trailer/tt2112206/shot_0018.mp4,CS,1.0,Static,4,train
3062,3062,/bigdata/digbose92/MovieNet/trailer/tt3163080/shot_0011.mp4,MS,2.0,Static,4,train
3063,3063,/bigdata/digbose92/MovieNet/trailer/tt3163080/shot_0067.mp4,LS,4.0,Static,4,train
3064,3064,/bigdata/digbose92/MovieNet/trailer/tt3163080/shot_0028.mp4,MS,2.0,Static,4,train
3065,3065,/bigdata/digbose92/MovieNet/trailer/tt3163080/shot_0075.mp4,CS,1.0,Static,4,train
3066,3066,/bigdata/digbose92/MovieNet/trailer/tt3163080/shot_0025.mp4,MS,2.0,Motion,0,train
3067,3067,/bigdata/digbose92/MovieNet/trailer/tt3163080/shot_0031.mp4,LS,4.0,Motion,0,train
3068,3068,/bigdata/digbose92/MovieNet/trailer/tt3242756/shot_0026.mp4,MS,2.0,Static,4,test
3069,3069,/bigdata/digbose92/MovieNet/trailer/tt3822388/shot_0022.mp4,FS,3.0,Push,1,train
3070,3070,/bigdata/digbose92/MovieNet/trailer/tt3822388/shot_0044.mp4,CS,1.0,Motion,0,train
3071,3071,/bigdata/digbose92/MovieNet/trailer/tt3822388/shot_0030.mp4,CS,1.0,Motion,0,train
3072,3072,/bigdata/digbose92/MovieNet/trailer/tt3822388/shot_0035.mp4,CS,1.0,Motion,0,train
3073,3073,/bigdata/digbose92/MovieNet/trailer/tt3822388/shot_0014.mp4,CS,1.0,Static,4,train
3074,3074,/bigdata/digbose92/MovieNet/trailer/tt3822388/shot_0029.mp4,FS,3.0,Static,4,train
3075,3075,/bigdata/digbose92/MovieNet/trailer/tt3822388/shot_0032.mp4,CS,1.0,Motion,0,train
3076,3076,/bigdata/digbose92/MovieNet/trailer/tt2235779/shot_0006.mp4,MS,2.0,Static,4,val
3077,3077,/bigdata/digbose92/MovieNet/trailer/tt2235779/shot_0004.mp4,FS,3.0,Motion,0,train
3078,3078,/bigdata/digbose92/MovieNet/trailer/tt2259122/shot_0053.mp4,MS,2.0,Static,4,train
3079,3079,/bigdata/digbose92/MovieNet/trailer/tt2259122/shot_0048.mp4,ECS,0.0,Static,4,train
3080,3080,/bigdata/digbose92/MovieNet/trailer/tt2259122/shot_0049.mp4,MS,2.0,Motion,0,val
3081,3081,/bigdata/digbose92/MovieNet/trailer/tt3234082/shot_0102.mp4,FS,3.0,Pull,2,train
3082,3082,/bigdata/digbose92/MovieNet/trailer/tt3234082/shot_0040.mp4,MS,2.0,Motion,0,val
3083,3083,/bigdata/digbose92/MovieNet/trailer/tt3234082/shot_0114.mp4,FS,3.0,Static,4,train
3084,3084,/bigdata/digbose92/MovieNet/trailer/tt3234082/shot_0056.mp4,FS,3.0,Static,4,train
3085,3085,/bigdata/digbose92/MovieNet/trailer/tt3234082/shot_0031.mp4,ECS,0.0,Static,4,test
3086,3086,/bigdata/digbose92/MovieNet/trailer/tt5564148/shot_0015.mp4,CS,1.0,Static,4,train
3087,3087,/bigdata/digbose92/MovieNet/trailer/tt5564148/shot_0009.mp4,ECS,0.0,Static,4,train
3088,3088,/bigdata/digbose92/MovieNet/trailer/tt5564148/shot_0058.mp4,MS,2.0,Static,4,train
3089,3089,/bigdata/digbose92/MovieNet/trailer/tt2088883/shot_0055.mp4,MS,2.0,Static,4,train
3090,3090,/bigdata/digbose92/MovieNet/trailer/tt2088883/shot_0015.mp4,LS,4.0,Static,4,val
3091,3091,/bigdata/digbose92/MovieNet/trailer/tt2088883/shot_0045.mp4,ECS,0.0,Static,4,train
3092,3092,/bigdata/digbose92/MovieNet/trailer/tt2088883/shot_0007.mp4,FS,3.0,Static,4,train
3093,3093,/bigdata/digbose92/MovieNet/trailer/tt2088883/shot_0048.mp4,ECS,0.0,Static,4,val
3094,3094,/bigdata/digbose92/MovieNet/trailer/tt2088883/shot_0018.mp4,LS,4.0,Motion,0,train
3095,3095,/bigdata/digbose92/MovieNet/trailer/tt2088883/shot_0071.mp4,MS,2.0,Motion,0,val
3096,3096,/bigdata/digbose92/MovieNet/trailer/tt2088883/shot_0043.mp4,FS,3.0,Motion,0,train
3097,3097,/bigdata/digbose92/MovieNet/trailer/tt2088883/shot_0037.mp4,FS,3.0,Motion,0,train
3098,3098,/bigdata/digbose92/MovieNet/trailer/tt2633110/shot_0076.mp4,CS,1.0,Static,4,train
3099,3099,/bigdata/digbose92/MovieNet/trailer/tt2633110/shot_0062.mp4,MS,2.0,Static,4,train
3100,3100,/bigdata/digbose92/MovieNet/trailer/tt2633110/shot_0028.mp4,CS,1.0,Static,4,train
3101,3101,/bigdata/digbose92/MovieNet/trailer/tt2633110/shot_0043.mp4,CS,1.0,Static,4,val
3102,3102,/bigdata/digbose92/MovieNet/trailer/tt2633110/shot_0065.mp4,FS,3.0,Static,4,train
3103,3103,/bigdata/digbose92/MovieNet/trailer/tt2633110/shot_0034.mp4,MS,2.0,Motion,0,train
3104,3104,/bigdata/digbose92/MovieNet/trailer/tt2633110/shot_0032.mp4,FS,3.0,Motion,0,train
3105,3105,/bigdata/digbose92/MovieNet/trailer/tt4129870/shot_0020.mp4,ECS,0.0,Motion,0,test
3106,3106,/bigdata/digbose92/MovieNet/trailer/tt4129870/shot_0036.mp4,ECS,0.0,Static,4,test
3107,3107,/bigdata/digbose92/MovieNet/trailer/tt4129870/shot_0048.mp4,CS,1.0,Static,4,val
3108,3108,/bigdata/digbose92/MovieNet/trailer/tt4129870/shot_0004.mp4,MS,2.0,Motion,0,train
3109,3109,/bigdata/digbose92/MovieNet/trailer/tt4129870/shot_0005.mp4,CS,1.0,Motion,0,val
3110,3110,/bigdata/digbose92/MovieNet/trailer/tt3145314/shot_0022.mp4,FS,3.0,Static,4,val
3111,3111,/bigdata/digbose92/MovieNet/trailer/tt3145314/shot_0011.mp4,CS,1.0,Static,4,val
3112,3112,/bigdata/digbose92/MovieNet/trailer/tt3145314/shot_0042.mp4,FS,3.0,Static,4,test
3113,3113,/bigdata/digbose92/MovieNet/trailer/tt3145314/shot_0009.mp4,MS,2.0,Static,4,test
3114,3114,/bigdata/digbose92/MovieNet/trailer/tt3145314/shot_0023.mp4,FS,3.0,Static,4,val
3115,3115,/bigdata/digbose92/MovieNet/trailer/tt3145314/shot_0033.mp4,FS,3.0,Pull,2,test
3116,3116,/bigdata/digbose92/MovieNet/trailer/tt5115546/shot_0076.mp4,ECS,0.0,Static,4,train
3117,3117,/bigdata/digbose92/MovieNet/trailer/tt5115546/shot_0085.mp4,ECS,0.0,Static,4,train
3118,3118,/bigdata/digbose92/MovieNet/trailer/tt5115546/shot_0029.mp4,ECS,0.0,Static,4,train
3119,3119,/bigdata/digbose92/MovieNet/trailer/tt5115546/shot_0007.mp4,CS,1.0,Static,4,train
3120,3120,/bigdata/digbose92/MovieNet/trailer/tt5115546/shot_0010.mp4,ECS,0.0,Static,4,train
3121,3121,/bigdata/digbose92/MovieNet/trailer/tt5115546/shot_0053.mp4,FS,3.0,Static,4,train
3122,3122,/bigdata/digbose92/MovieNet/trailer/tt3194678/shot_0017.mp4,FS,3.0,Motion,0,train
3123,3123,/bigdata/digbose92/MovieNet/trailer/tt3194678/shot_0014.mp4,FS,3.0,Motion,0,train
3124,3124,/bigdata/digbose92/MovieNet/trailer/tt2967304/shot_0017.mp4,MS,2.0,Static,4,train
3125,3125,/bigdata/digbose92/MovieNet/trailer/tt2967304/shot_0019.mp4,ECS,0.0,Static,4,train
3126,3126,/bigdata/digbose92/MovieNet/trailer/tt2891174/shot_0017.mp4,LS,4.0,Motion,0,train
3127,3127,/bigdata/digbose92/MovieNet/trailer/tt2891174/shot_0012.mp4,MS,2.0,Static,4,train
3128,3128,/bigdata/digbose92/MovieNet/trailer/tt2891174/shot_0026.mp4,MS,2.0,Multi_movement,3,train
3129,3129,/bigdata/digbose92/MovieNet/trailer/tt2891174/shot_0004.mp4,LS,4.0,Motion,0,val
3130,3130,/bigdata/digbose92/MovieNet/trailer/tt2891174/shot_0023.mp4,ECS,0.0,Static,4,val
3131,3131,/bigdata/digbose92/MovieNet/trailer/tt3960584/shot_0073.mp4,FS,3.0,Motion,0,val
3132,3132,/bigdata/digbose92/MovieNet/trailer/tt3960584/shot_0022.mp4,LS,4.0,Motion,0,val
3133,3133,/bigdata/digbose92/MovieNet/trailer/tt3960584/shot_0003.mp4,LS,4.0,Motion,0,train
3134,3134,/bigdata/digbose92/MovieNet/trailer/tt3960584/shot_0056.mp4,LS,4.0,Static,4,train
3135,3135,/bigdata/digbose92/MovieNet/trailer/tt3960584/shot_0033.mp4,LS,4.0,Motion,0,train
3136,3136,/bigdata/digbose92/MovieNet/trailer/tt3960584/shot_0064.mp4,LS,4.0,Static,4,test
3137,3137,/bigdata/digbose92/MovieNet/trailer/tt4279250/shot_0073.mp4,LS,4.0,Motion,0,train
3138,3138,/bigdata/digbose92/MovieNet/trailer/tt4279250/shot_0046.mp4,ECS,0.0,Static,4,val
3139,3139,/bigdata/digbose92/MovieNet/trailer/tt4279250/shot_0020.mp4,ECS,0.0,Static,4,train
3140,3140,/bigdata/digbose92/MovieNet/trailer/tt4279250/shot_0001.mp4,LS,4.0,Motion,0,train
3141,3141,/bigdata/digbose92/MovieNet/trailer/tt4279250/shot_0068.mp4,FS,3.0,Motion,0,val
3142,3142,/bigdata/digbose92/MovieNet/trailer/tt4279250/shot_0019.mp4,ECS,0.0,Motion,0,train
3143,3143,/bigdata/digbose92/MovieNet/trailer/tt4279250/shot_0025.mp4,ECS,0.0,Static,4,train
3144,3144,/bigdata/digbose92/MovieNet/trailer/tt4279250/shot_0023.mp4,MS,2.0,Motion,0,train
3145,3145,/bigdata/digbose92/MovieNet/trailer/tt4279250/shot_0065.mp4,MS,2.0,Static,4,train
3146,3146,/bigdata/digbose92/MovieNet/trailer/tt4279250/shot_0031.mp4,MS,2.0,Static,4,test
3147,3147,/bigdata/digbose92/MovieNet/trailer/tt4279250/shot_0057.mp4,MS,2.0,Static,4,test
3148,3148,/bigdata/digbose92/MovieNet/trailer/tt4020644/shot_0035.mp4,LS,4.0,Static,4,train
3149,3149,/bigdata/digbose92/MovieNet/trailer/tt4020644/shot_0016.mp4,ECS,0.0,Static,4,train
3150,3150,/bigdata/digbose92/MovieNet/trailer/tt4020644/shot_0036.mp4,LS,4.0,Static,4,test
3151,3151,/bigdata/digbose92/MovieNet/trailer/tt4020644/shot_0009.mp4,LS,4.0,Static,4,train
3152,3152,/bigdata/digbose92/MovieNet/trailer/tt4020644/shot_0023.mp4,FS,3.0,Static,4,val
3153,3153,/bigdata/digbose92/MovieNet/trailer/tt2609912/shot_0088.mp4,FS,3.0,Motion,0,val
3154,3154,/bigdata/digbose92/MovieNet/trailer/tt2609912/shot_0090.mp4,LS,4.0,Motion,0,train
3155,3155,/bigdata/digbose92/MovieNet/trailer/tt2609912/shot_0007.mp4,LS,4.0,Motion,0,val
3156,3156,/bigdata/digbose92/MovieNet/trailer/tt2609912/shot_0081.mp4,LS,4.0,Static,4,train
3157,3157,/bigdata/digbose92/MovieNet/trailer/tt2609912/shot_0075.mp4,CS,1.0,Static,4,train
3158,3158,/bigdata/digbose92/MovieNet/trailer/tt2609912/shot_0043.mp4,LS,4.0,Motion,0,train
3159,3159,/bigdata/digbose92/MovieNet/trailer/tt2609912/shot_0065.mp4,FS,3.0,Motion,0,train
3160,3160,/bigdata/digbose92/MovieNet/trailer/tt2609912/shot_0034.mp4,FS,3.0,Motion,0,test
3161,3161,/bigdata/digbose92/MovieNet/trailer/tt2609912/shot_0056.mp4,CS,1.0,Static,4,train
3162,3162,/bigdata/digbose92/MovieNet/trailer/tt2609912/shot_0084.mp4,FS,3.0,Motion,0,train
3163,3163,/bigdata/digbose92/MovieNet/trailer/tt2609912/shot_0032.mp4,FS,3.0,Push,1,train
3164,3164,/bigdata/digbose92/MovieNet/trailer/tt3830664/shot_0020.mp4,MS,2.0,Static,4,train
3165,3165,/bigdata/digbose92/MovieNet/trailer/tt3830664/shot_0021.mp4,FS,3.0,Static,4,train
3166,3166,/bigdata/digbose92/MovieNet/trailer/tt3830664/shot_0036.mp4,ECS,0.0,Static,4,train
3167,3167,/bigdata/digbose92/MovieNet/trailer/tt3830664/shot_0019.mp4,ECS,0.0,Static,4,val
3168,3168,/bigdata/digbose92/MovieNet/trailer/tt3830664/shot_0023.mp4,ECS,0.0,Motion,0,train
3169,3169,/bigdata/digbose92/MovieNet/trailer/tt3801878/shot_0011.mp4,ECS,0.0,Motion,0,train
3170,3170,/bigdata/digbose92/MovieNet/trailer/tt3801878/shot_0024.mp4,ECS,0.0,Multi_movement,3,train
3171,3171,/bigdata/digbose92/MovieNet/trailer/tt3801878/shot_0014.mp4,ECS,0.0,Static,4,train
3172,3172,/bigdata/digbose92/MovieNet/trailer/tt3801878/shot_0029.mp4,ECS,0.0,Static,4,val
3173,3173,/bigdata/digbose92/MovieNet/trailer/tt3801878/shot_0043.mp4,MS,2.0,Push,1,train
3174,3174,/bigdata/digbose92/MovieNet/trailer/tt3801878/shot_0054.mp4,CS,1.0,Static,4,test
3175,3175,/bigdata/digbose92/MovieNet/trailer/tt2606924/shot_0050.mp4,MS,2.0,Motion,0,train
3176,3176,/bigdata/digbose92/MovieNet/trailer/tt2606924/shot_0010.mp4,MS,2.0,Motion,0,train
3177,3177,/bigdata/digbose92/MovieNet/trailer/tt2606924/shot_0009.mp4,FS,3.0,Motion,0,train
3178,3178,/bigdata/digbose92/MovieNet/trailer/tt2606924/shot_0002.mp4,FS,3.0,Static,4,test
3179,3179,/bigdata/digbose92/MovieNet/trailer/tt2606924/shot_0058.mp4,ECS,0.0,Static,4,train
3180,3180,/bigdata/digbose92/MovieNet/trailer/tt2606924/shot_0077.mp4,ECS,0.0,Motion,0,train
3181,3181,/bigdata/digbose92/MovieNet/trailer/tt2606924/shot_0039.mp4,ECS,0.0,Motion,0,train
3182,3182,/bigdata/digbose92/MovieNet/trailer/tt2606924/shot_0032.mp4,FS,3.0,Motion,0,val
3183,3183,/bigdata/digbose92/MovieNet/trailer/tt2924590/shot_0044.mp4,ECS,0.0,Motion,0,test
3184,3184,/bigdata/digbose92/MovieNet/trailer/tt2924590/shot_0040.mp4,MS,2.0,Static,4,train
3185,3185,/bigdata/digbose92/MovieNet/trailer/tt2924590/shot_0038.mp4,MS,2.0,Motion,0,train
3186,3186,/bigdata/digbose92/MovieNet/trailer/tt2924590/shot_0032.mp4,ECS,0.0,Static,4,val
3187,3187,/bigdata/digbose92/MovieNet/trailer/tt2562880/shot_0001.mp4,ECS,0.0,Static,4,train
3188,3188,/bigdata/digbose92/MovieNet/trailer/tt2562880/shot_0017.mp4,CS,1.0,Static,4,train
3189,3189,/bigdata/digbose92/MovieNet/trailer/tt2562880/shot_0012.mp4,FS,3.0,Motion,0,val
3190,3190,/bigdata/digbose92/MovieNet/trailer/tt2562880/shot_0023.mp4,FS,3.0,Motion,0,test
3191,3191,/bigdata/digbose92/MovieNet/trailer/tt2562880/shot_0005.mp4,FS,3.0,Static,4,train
3192,3192,/bigdata/digbose92/MovieNet/trailer/tt4171982/shot_0040.mp4,MS,2.0,Static,4,train
3193,3193,/bigdata/digbose92/MovieNet/trailer/tt4171982/shot_0029.mp4,FS,3.0,Static,4,train
3194,3194,/bigdata/digbose92/MovieNet/trailer/tt4171982/shot_0007.mp4,FS,3.0,Static,4,train
3195,3195,/bigdata/digbose92/MovieNet/trailer/tt4171982/shot_0034.mp4,MS,2.0,Static,4,train
